REACH_ID,LENGTH_M,AREA_SQKM,SPRAG14RCH,ACW,ACH
36430,30.52513,12.3450,20,4.10000000000,0.50000000000
36431,30.24471,12.2153,20,4.10000000000,0.50000000000
36432,29.88953,12.1955,20,4.10000000000,0.50000000000
36433,30.03945,12.1931,20,4.10000000000,0.50000000000
36434,29.77011,12.1909,20,4.10000000000,0.50000000000
36435,29.87288,12.1882,20,4.10000000000,0.50000000000
36436,29.60074,12.1766,20,4.10000000000,0.50000000000
36437,29.15926,12.1702,20,4.10000000000,0.50000000000
36438,30.70854,12.1652,20,4.10000000000,0.50000000000
36439,29.07324,12.1575,20,4.10000000000,0.50000000000
36440,30.92068,12.1531,20,4.10000000000,0.50000000000
36441,29.31947,12.1316,20,4.10000000000,0.50000000000
36442,29.61027,12.1305,20,4.10000000000,0.50000000000
36443,30.02541,11.8279,20,4.10000000000,0.50000000000
36444,30.49796,11.8237,20,4.10000000000,0.50000000000
36445,30.90767,11.8166,20,4.10000000000,0.50000000000
36446,29.21131,11.8120,20,4.10000000000,0.50000000000
36447,29.41449,11.8036,20,4.10000000000,0.50000000000
36448,29.44900,11.7922,20,4.10000000000,0.50000000000
36449,29.73692,11.7889,20,4.10000000000,0.50000000000
36450,30.50043,11.7819,21,4.50000000000,0.40000000000
36451,29.68335,11.7650,21,4.50000000000,0.40000000000
36452,29.79667,11.7513,21,4.50000000000,0.40000000000
36453,29.83049,11.7466,21,4.50000000000,0.40000000000
36454,29.11428,11.7383,21,4.50000000000,0.40000000000
36455,31.02587,11.7174,21,4.50000000000,0.40000000000
36456,30.69801,11.7023,21,4.50000000000,0.40000000000
36457,29.73738,11.6926,21,4.50000000000,0.40000000000
36458,28.95043,11.6829,21,4.50000000000,0.40000000000
36459,30.06445,11.6723,21,4.50000000000,0.40000000000
36460,31.04648,11.6657,21,4.50000000000,0.40000000000
36461,30.90366,11.6568,21,4.50000000000,0.40000000000
36462,29.82187,11.6322,21,4.50000000000,0.40000000000
36463,30.91224,11.6197,21,4.50000000000,0.40000000000
36464,30.35461,11.6073,21,4.50000000000,0.40000000000
36465,29.94452,11.5937,21,4.50000000000,0.40000000000
36466,30.00665,11.5808,21,4.50000000000,0.40000000000
36467,29.43702,11.5607,21,4.50000000000,0.40000000000
36468,29.13089,11.5445,21,4.50000000000,0.40000000000
36469,30.57613,11.4716,21,4.50000000000,0.40000000000
36470,30.81923,11.4394,21,4.50000000000,0.40000000000
36471,31.05279,11.4188,21,4.50000000000,0.40000000000
36472,29.36612,11.3535,21,4.50000000000,0.40000000000
36473,30.00411,11.3367,21,4.50000000000,0.40000000000
36474,30.20101,11.3213,21,4.50000000000,0.40000000000
36475,30.32853,11.3201,21,4.50000000000,0.40000000000
36476,29.59052,11.3165,21,4.50000000000,0.40000000000
36477,29.33272,11.1930,21,4.50000000000,0.40000000000
36478,30.18980,11.1908,21,4.50000000000,0.40000000000
36479,30.88038,11.1447,21,4.50000000000,0.40000000000
